InGame,DropperID,MobName,Enable,QuestID,ItemID,ServerItemName,ItemName,Chance,MinQTY,MaxQTY
TRUE,4230125,Skeledog,TRUE,0,2044301,Scroll for Spear for ATT 60%,Scroll for Spear for ATT 60%,300,1,1
TRUE,4230125,Skeledog,TRUE,0,4000204,Skeledog's Bone,Skeledog's Bone,600000,1,1
TRUE,4230125,Skeledog,TRUE,0,4006000,The Magic Rock,The Magic Rock,10000,1,1
TRUE,4230125,Skeledog,TRUE,0,4010000,Bronze Ore,Bronze Ore,9000,1,1
TRUE,4230125,Skeledog,TRUE,0,4010004,Silver Ore,Silver Ore,9000,1,1
TRUE,4230125,Skeledog,TRUE,0,4020007,Diamond Ore,Diamond Ore,9000,1,1
TRUE,4230126,Mummydog,TRUE,0,0,Meso,Meso,400000,172,258
TRUE,4230126,Mummydog,FALSE,0,1200000,Arrow for Bow,Arrow for Bow,30000,1,1
TRUE,4230126,Mummydog,FALSE,0,1201000,Bolt for Crossbow,Arrow for Crossbow,30000,1,1
TRUE,4230126,Mummydog,FALSE,0,2383005,Mummy Dog Card,Mummy Dog Card,8000,1,1
TRUE,4230126,Mummydog,FALSE,0,4130004,One-Handed Blunt Weapon Forging Stimulator,One-Handed Blunt Weapon Forging Stimulator,6000,1,1
TRUE,4230126,Mummydog,FALSE,0,4130008,Spear Forging Stimulator,Spear Forging Stimulator,6000,1,1
TRUE,4230126,Mummydog,FALSE,0,4130012,Bow Production Stimulator,Bow Production Stimulator,6000,1,1
TRUE,4230126,Mummydog,FALSE,0,2049000,Clean Slate Scroll 1%,Clean Slate Scroll 1%,150,1,1
TRUE,4230126,Mummydog,TRUE,0,1002631,Brown Leather Ocean Hat,Brown Leather Ocean Hat,1287,1,1
TRUE,4230126,Mummydog,TRUE,0,1041079,Brown Moon,Brown Moon,700,1,1
TRUE,4230126,Mummydog,TRUE,0,1041082,Brown Piettra,Brown Piettra,800,1,1
TRUE,4230126,Mummydog,TRUE,0,1041084,Red Jangoon Armor,Red Jangoon Armor,800,1,1
TRUE,4230126,Mummydog,TRUE,0,1050048,White Calas,White Calas,700,1,1
TRUE,4230126,Mummydog,TRUE,0,1051032,Blue Calaf,Blue Calaf,700,1,1
TRUE,4230126,Mummydog,TRUE,0,1060069,Brown Piette Pants,Brown Piette Pants,800,1,1
TRUE,4230126,Mummydog,TRUE,0,1060075,Brown Jangoon Pants,Brown Jangoon Pants,800,1,1
TRUE,4230126,Mummydog,TRUE,0,1082010,Mithril Brist,Mithril Brist,1000,1,1
TRUE,4230126,Mummydog,TRUE,0,1082059,Bronze Clench,Bronze Clench,1000,1,1
TRUE,4230126,Mummydog,TRUE,0,1082066,Brown Moon Gloves,Brown Moon Gloves,1000,1,1
TRUE,4230126,Mummydog,TRUE,0,1082089,Oaker Garner,Oaker Garner,1000,1,1
TRUE,4230126,Mummydog,TRUE,0,1082092,Bronze Pow,Bronze Pow,1000,1,1
TRUE,4230126,Mummydog,TRUE,0,2000002,White Potion,White Potion,20000,1,1
TRUE,4230126,Mummydog,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1
TRUE,4230126,Mummydog,TRUE,0,2000004,Elixir,Elixir,20000,1,1
TRUE,4230126,Mummydog,TRUE,0,2040413,Scroll for Topwear for LUK 60%,Scroll for Topwear for LUK 60%,300,1,1
TRUE,4230126,Mummydog,TRUE,0,2040419,Scroll for Topwear for STR 10%,Scroll for Topwear for STR 10%,300,1,1
TRUE,4230126,Mummydog,TRUE,0,2040705,Scroll for Shoes for Jump 10%,Scroll for Shoes for Jump 10%,750,1,1
TRUE,4230126,Mummydog,TRUE,0,2041014,Scroll for Cape for STR 10%,Scroll for Cape for STR 10%,300,1,1
TRUE,4230126,Mummydog,TRUE,0,2044201,Scroll for Two-Handed BW for ATT 60%,Scroll for Two-Handed BW for ATT 60%,300,1,1
TRUE,4230126,Mummydog,TRUE,0,4000205,Dirty Bandage,Dirty Bandage,600000,1,1
TRUE,4230126,Mummydog,TRUE,0,4006000,The Magic Rock,The Magic Rock,7000,1,1
TRUE,4230126,Mummydog,TRUE,0,4006001,The Summoning Rock,The Summoning Rock,10000,1,1
TRUE,4230126,Mummydog,TRUE,0,4010003,Adamantium Ore,Adamantium Ore,9000,1,1
TRUE,4230126,Mummydog,TRUE,0,4020003,Emerald Ore,Emerald Ore,9000,1,1
TRUE,4230126,Mummydog,TRUE,0,4020006,Topaz Ore,Topaz Ore,9000,1,1
FALSE,4230200,Poopa,TRUE,0,0,Meso,Meso,400000,104,156
FALSE,4230200,Poopa,FALSE,0,2382043,Poopa Card,Poopa Card,8000,1,1
FALSE,4230200,Poopa,FALSE,0,4007001,Magic Powder (White),Magic Powder (White),10000,1,1
FALSE,4230200,Poopa,FALSE,3072,4031209,SOS Letter,SOS Letter,500000,1,1
FALSE,4230200,Poopa,FALSE,3082,4031265,Pooper's DNA Sample,Pooper's DNA Sample,30000,1,1
FALSE,4230200,Poopa,FALSE,0,4130003,One-Handed Axe Forging Stimulator,One-Handed Axe Forging Stimulator,6000,1,1
FALSE,4230200,Poopa,FALSE,0,4130007,Two-Handed Mace Forging Stimulator,Two-Handed Mace Forging Stimulator,6000,1,1
FALSE,4230200,Poopa,TRUE,0,1002170,Dark Distinction,Dark Distinction,1287,1,1
FALSE,4230200,Poopa,TRUE,0,1002207,Red Sonata,Red Sonata,1287,1,1
FALSE,4230200,Poopa,TRUE,0,1002215,Flame Golden Circlet,Flame Golden Circlet,1287,1,1
FALSE,4230200,Poopa,TRUE,0,1040000,Yellow Jangoon Armor,Yellow Jangoon Armor,800,1,1
FALSE,4230200,Poopa,TRUE,0,1040094,Red China,Red China,800,1,1
FALSE,4230200,Poopa,TRUE,0,1041088,Ivory Shouldermail,Ivory Shouldermail,800,1,1
FALSE,4230200,Poopa,TRUE,0,1051027,Brown Moonlight,Brown Moonlight,700,1,1
FALSE,4230200,Poopa,TRUE,0,1051038,Green Lumati,Green Lumati,700,1,1
FALSE,4230200,Poopa,TRUE,0,1060000,Black Jangoon Pants,Black Jangoon Pants,800,1,1
FALSE,4230200,Poopa,TRUE,0,1060083,Red China Pants,Red China Pants,800,1,1
FALSE,4230200,Poopa,TRUE,0,1061087,Ivory Shouldermail Pants,Ivory Shouldermail Pants,800,1,1
FALSE,4230200,Poopa,TRUE,0,1072110,Black Blue-Lines Shoes,Black Blue-Lines Shoes,700,1,1
FALSE,4230200,Poopa,TRUE,0,1072112,Mithril Trigger,Mithril Trigger,800,1,1
FALSE,4230200,Poopa,TRUE,0,1072300,Brown Leather Krag,Brown Leather Krag,800,1,1
FALSE,4230200,Poopa,TRUE,0,1432005,Zeco,Zeco,500,1,1
FALSE,4230200,Poopa,TRUE,0,1462006,Silver Crow,Silver Crow,500,1,1
FALSE,4230200,Poopa,TRUE,0,1472014,Steel Avarice,Steel Avarice,500,1,1
FALSE,4230200,Poopa,TRUE,0,2000002,White Potion,White Potion,20000,1,1
FALSE,4230200,Poopa,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1
FALSE,4230200,Poopa,TRUE,0,2022040,Air Bubble,Air Bubble,20000,1,1
FALSE,4230200,Poopa,TRUE,0,2040001,Scroll for Helmet for Defense 60%,Scroll for Helmet for Defense 60%,300,1,1
FALSE,4230200,Poopa,TRUE,0,2040620,Scroll for Bottomwear for Mobility 15%,Scroll for Bottomwear for Mobility 15%,300,1,1
FALSE,4230200,Poopa,TRUE,0,2040704,Scroll for Shoes for Jump 60%,Scroll for Shoes for Jump 60%,300,1,1
FALSE,4230200,Poopa,TRUE,0,2040707,Scroll for Shoes for Mobility 60%,Scroll for Shoes for Mobility 60%,750,1,1
FALSE,4230200,Poopa,TRUE,0,2040801,Scroll for Gloves for Accuracy 60%,Scroll for Gloves for Accuracy 60%,750,1,1
FALSE,4230200,Poopa,TRUE,0,2044310,Scroll for Spear for Accuracy 100%,Scroll for Spear for Accuracy 100%,300,1,1
FALSE,4230200,Poopa,TRUE,0,4000158,Poopa Egg,Poopa Egg,600000,1,1
FALSE,4230200,Poopa,TRUE,0,4004001,Wisdom Crystal Ore,Wisdom Crystal Ore,10000,1,1
FALSE,4230200,Poopa,TRUE,0,4010002,Mithril Ore,Mithril Ore,9000,1,1
FALSE,4230200,Poopa,TRUE,0,4010003,Adamantium Ore,Adamantium Ore,9000,1,1
FALSE,4230201,Poison Poopa,TRUE,0,0,Meso,Meso,400000,108,162
FALSE,4230201,Poison Poopa,FALSE,0,1200000,Arrow for Bow,Arrow for Bow,30000,1,1
FALSE,4230201,Poison Poopa,FALSE,0,1201000,Bolt for Crossbow,Arrow for Crossbow,30000,1,1
FALSE,4230201,Poison Poopa,FALSE,0,2382044,Poison Poopa Card,Poison Poopa Card,8000,1,1
FALSE,4230201,Poison Poopa,FALSE,3072,4031209,SOS Letter,SOS Letter,500000,1,1
FALSE,4230201,Poison Poopa,FALSE,0,4130006,Two-Handed Axe Forging Stimulator,Two-Handed Axe Forging Stimulator,6000,1,1
FALSE,4230201,Poison Poopa,FALSE,0,4130016,Knuckler Production Stimulator,Knuckler Production Stimulator,6000,1,1
FALSE,4230201,Poison Poopa,TRUE,0,1002137,Green Pole-Feather Hat,Green Pole-Feather Hat,1287,1,1
FALSE,4230201,Poison Poopa,TRUE,0,1041074,Purple Shadow,Purple Shadow,800,1,1
FALSE,4230201,Poison Poopa,TRUE,0,1041078,Blue Moon,Blue Moon,800,1,1
FALSE,4230201,Poison Poopa,TRUE,0,1051031,White Calaf,White Calaf,700,1,1
FALSE,4230201,Poison Poopa,TRUE,0,1051037,Blue Lumati,Blue Lumati,700,1,1
FALSE,4230201,Poison Poopa,TRUE,0,1061069,Purple Shadow Pants,Purple Shadow Pants,800,1,1
FALSE,4230201,Poison Poopa,TRUE,0,1061077,Blue Moon Pants,Blue Moon Pants,800,1,1
FALSE,4230201,Poison Poopa,TRUE,0,1072102,Green Silky Boots,Green Silky Boots,800,1,1
FALSE,4230201,Poison Poopa,TRUE,0,1072106,Blue White-Lined Boots,Blue White-Lined Boots,800,1,1
FALSE,4230201,Poison Poopa,TRUE,0,1072126,Maroon Jangoon Shoes,Maroon Jangoon Shoes,800,1,1
FALSE,4230201,Poison Poopa,TRUE,0,1072140,Pink Goldwind Shoes,Pink Goldwind Shoes,800,1,1
FALSE,4230201,Poison Poopa,TRUE,0,1082011,Gold Brist,Gold Brist,1000,1,1
FALSE,4230201,Poison Poopa,TRUE,0,1082024,Adamantium Knuckle,Adamantium Knuckle,1000,1,1
FALSE,4230201,Poison Poopa,TRUE,0,1082055,Blue Noel,Blue Noel,1000,1,1
FALSE,4230201,Poison Poopa,TRUE,0,1462006,Silver Crow,Silver Crow,700,1,1
FALSE,4230201,Poison Poopa,TRUE,0,2000002,White Potion,White Potion,20000,1,1
FALSE,4230201,Poison Poopa,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1
FALSE,4230201,Poison Poopa,TRUE,0,2002004,Warrior Potion,Warrior Potion,20000,1,1
FALSE,4230201,Poison Poopa,TRUE,0,2022040,Air Bubble,Air Bubble,20000,1,1
FALSE,4230201,Poison Poopa,TRUE,0,2040417,Scroll for Topwear for STR 100%,Scroll for Topwear for STR 100%,300,1,1
FALSE,4230201,Poison Poopa,TRUE,0,2040707,Scroll for Shoes for Mobility 60%,Scroll for Shoes for Mobility 60%,750,1,1
FALSE,4230201,Poison Poopa,TRUE,0,2040801,Scroll for Gloves for Accuracy 60%,Scroll for Gloves for Accuracy 60%,300,1,1
FALSE,4230201,Poison Poopa,TRUE,0,2040901,Scroll for Shield for Defense 60%,Scroll for Shield for Defense 60%,300,1,1
FALSE,4230201,Poison Poopa,TRUE,0,4000159,Poison Poopa's Poisonous Spikes,Poison Poopa's Poisonous Spikes,600000,1,1
FALSE,4230201,Poison Poopa,TRUE,0,4004002,Dexterous Crystal Ore,DEX Crystal Ore,10000,1,1
FALSE,4230201,Poison Poopa,TRUE,0,4010004,Silver Ore,Silver Ore,9000,1,1
FALSE,4230201,Poison Poopa,TRUE,0,4020003,Emerald Ore,Emerald Ore,9000,1,1
FALSE,4230300,Moon Bunny,TRUE,0,0,Meso,Meso,400000,160,240
FALSE,4230300,Moon Bunny,FALSE,0,1200000,Arrow for Bow,Arrow for Bow,30000,1,1
FALSE,4230300,Moon Bunny,FALSE,0,1201000,Bolt for Crossbow,Arrow for Crossbow,30000,1,1
FALSE,4230300,Moon Bunny,FALSE,0,1442024,Maple Scorpio,Maple Scorpio,700,1,1
FALSE,4230300,Moon Bunny,FALSE,0,2382068,Moon Bunny Card,Moon Bunny Card,8000,1,1
FALSE,4230300,Moon Bunny,FALSE,3606,4031241,Swallow's Lost Seed,Swallow's Lost Seed,1000000,1,1
FALSE,4230300,Moon Bunny,FALSE,0,4130009,Pole Arm Forging Stimulator,Pole Arm Forging Stimulator,6000,1,1
FALSE,4230300,Moon Bunny,FALSE,0,4130015,Claw Production Stimulator,Claw Production Stimulator,6000,1,1
FALSE,4230300,Moon Bunny,FALSE,0,4130017,Gun Production Stimulator,Gun Production Stimulator,6000,1,1
FALSE,4230300,Moon Bunny,TRUE,0,1032011,Blue Moon,Blue Moon,1000,1,1
FALSE,4230300,Moon Bunny,TRUE,0,1040040,Silver Master Sergeant,Silver Master Sergeant,700,1,1
FALSE,4230300,Moon Bunny,TRUE,0,1072087,Black Lappy Boots,Black Lappy Boots,700,1,1
FALSE,4230300,Moon Bunny,TRUE,0,1072109,Black Yellow-Lined Shoes,Black Yellow-Lined Shoes,800,1,1
FALSE,4230300,Moon Bunny,TRUE,0,1072112,Mithril Trigger,Mithril Trigger,800,1,1
FALSE,4230300,Moon Bunny,TRUE,0,1082072,Gold Brace,Gold Brace,1000,1,1
FALSE,4230300,Moon Bunny,TRUE,0,1092014,Adamantium Tower Shield,Adamantium Tower Shield,700,1,1
FALSE,4230300,Moon Bunny,TRUE,0,1102001,Blue Adventurer Cape,Blue Napoleon,1000,1,1
FALSE,4230300,Moon Bunny,TRUE,0,1203003,Mokbi Throwing-Stars,Mokbi Throwing-Stars,500,1,1
FALSE,4230300,Moon Bunny,TRUE,0,1302016,Yellow Umbrella,Yellow Umbrella,700,1,1
FALSE,4230300,Moon Bunny,TRUE,0,1312007,Blue Counter,Blue Counter,700,1,1
FALSE,4230300,Moon Bunny,TRUE,0,1482006,Neozard,Neozard,500,1,1
FALSE,4230300,Moon Bunny,TRUE,0,2000002,White Potion,White Potion,20000,1,1
FALSE,4230300,Moon Bunny,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1
FALSE,4230300,Moon Bunny,TRUE,0,2000004,Elixir,Elixir,40000,1,1
FALSE,4230300,Moon Bunny,TRUE,0,2040029,Scroll for Helmet for DEX 60%,Scroll for Helmet for DEX 60%,300,1,1
FALSE,4230300,Moon Bunny,TRUE,0,2040417,Scroll for Topwear for STR 100%,Scroll for Topwear for STR 100%,300,1,1
FALSE,4230300,Moon Bunny,TRUE,0,2040705,Scroll for Shoes for Jump 10%,Scroll for Shoes for Jump 10%,300,1,1
FALSE,4230300,Moon Bunny,TRUE,0,2040707,Scroll for Shoes for Mobility 60%,Scroll for Shoes for Mobility 60%,750,1,1
FALSE,4230300,Moon Bunny,TRUE,0,2044202,Scroll for Two-Handed BW for ATT 10%,Scroll for Two-Handed BW for ATT 10%,750,1,1
FALSE,4230300,Moon Bunny,TRUE,0,4000021,Leather,Leather,50000,1,1
FALSE,4230300,Moon Bunny,TRUE,0,4000169,Pounder,Pounder,600000,1,1
FALSE,4230300,Moon Bunny,TRUE,0,4004001,Wisdom Crystal Ore,Wisdom Crystal Ore,10000,1,1
FALSE,4230300,Moon Bunny,TRUE,0,4006000,The Magic Rock,The Magic Rock,10000,1,1
FALSE,4230300,Moon Bunny,TRUE,0,4010004,Silver Ore,Silver Ore,9000,1,1
FALSE,4230300,Moon Bunny,TRUE,0,4020005,Sapphire Ore,Sapphire Ore,9000,1,1
TRUE,4230400,Iron Boar,TRUE,0,0,Meso,Meso,400000,132,195
TRUE,4230400,Iron Boar,FALSE,0,1200000,Arrow for Bow,Arrow for Bow,30000,1,1
TRUE,4230400,Iron Boar,FALSE,0,1201000,Bolt for Crossbow,Arrow for Crossbow,30000,1,1
TRUE,4230400,Iron Boar,FALSE,0,2382069,Iron Boar Card,Iron Boar Card,8000,1,1
TRUE,4230400,Iron Boar,FALSE,0,4130001,Shoes Production Stimulator,Shoes Production Stimulator,6000,1,1
TRUE,4230400,Iron Boar,FALSE,0,4130010,Wand Production Stimulator,Wand Production Stimulator,6000,1,1
TRUE,4230400,Iron Boar,FALSE,0,4130011,Staff Production Stimulator,Staff Production Stimulator,6000,1,1
TRUE,4230400,Iron Boar,TRUE,0,1002184,Brown Pilfer,Brown Pilfer,1287,1,1
TRUE,4230400,Iron Boar,TRUE,0,1032018,Pansy Earrings,Pansy Earrings,1000,1,1
TRUE,4230400,Iron Boar,TRUE,0,1041082,Brown Piettra,Brown Piettra,800,1,1
TRUE,4230400,Iron Boar,TRUE,0,1050047,Orange Calas,Orange Calas,700,1,1
TRUE,4230400,Iron Boar,TRUE,0,1061081,Brown Piettra Skirt,Brown Piettra Skirt,800,1,1
TRUE,4230400,Iron Boar,TRUE,0,1072116,Gold Moon Shoes,Gold Moon Shoes,800,1,1
TRUE,4230400,Iron Boar,TRUE,0,1072126,Maroon Jangoon Shoes,Maroon Jangoon Shoes,800,1,1
TRUE,4230400,Iron Boar,TRUE,0,1082071,Aqua Brace,Aqua Brace,1000,1,1
TRUE,4230400,Iron Boar,TRUE,0,2000002,White Potion,White Potion,20000,1,1
TRUE,4230400,Iron Boar,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1
TRUE,4230400,Iron Boar,TRUE,0,2000004,Elixir,Elixir,20000,1,1
TRUE,4230400,Iron Boar,TRUE,0,2040923,Scroll for Shield for LUK 100%,Scroll for Shield for LUK 100%,300,1,1
TRUE,4230400,Iron Boar,TRUE,0,2044001,Scroll for Two-Handed Sword for ATT 60%,Scroll for Two-Handed Sword for ATT 60%,300,1,1
TRUE,4230400,Iron Boar,TRUE,0,4000178,Iron Boar Armor,Iron Boar Armor,600000,1,1
TRUE,4230400,Iron Boar,TRUE,0,4004001,Wisdom Crystal Ore,Wisdom Crystal Ore,3000,1,1
TRUE,4230400,Iron Boar,TRUE,0,4010001,Steel Ore,Steel Ore,9000,1,1
TRUE,4230400,Iron Boar,TRUE,0,4020007,Diamond Ore,Diamond Ore,9000,1,1
TRUE,4230400,Iron Boar,TRUE,0,4020008,Black Crystal Ore,Black Crystal Ore,9000,1,1
FALSE,4230500,Chipmunk,TRUE,0,0,Meso,Meso,400000,96,144
FALSE,4230500,Chipmunk,FALSE,0,1200000,Arrow for Bow,Arrow for Bow,30000,1,1
FALSE,4230500,Chipmunk,FALSE,0,1201000,Bolt for Crossbow,Arrow for Crossbow,30000,1,1
FALSE,4230500,Chipmunk,FALSE,0,1482021,Maple Storm Finger,Maple Storm Finger,700,1,1
FALSE,4230500,Chipmunk,FALSE,0,2382045,Chipmunk Card,Chipmunk Card,8000,1,1
FALSE,4230500,Chipmunk,FALSE,0,4130004,One-Handed Blunt Weapon Forging Stimulator,One-Handed Blunt Weapon Forging Stimulator,6000,1,1
FALSE,4230500,Chipmunk,FALSE,0,4130014,Dagger Forging Stimulator,Dagger Forging Stimulator,6000,1,1
FALSE,4230500,Chipmunk,FALSE,0,4130016,Knuckler Production Stimulator,Knuckler Production Stimulator,6000,1,1
FALSE,4230500,Chipmunk,TRUE,0,1002023,Jousting Helmet,Jousting Helmet,1287,1,1
FALSE,4230500,Chipmunk,TRUE,0,1002092,Yellow Duke,Yellow Duke,1287,1,1
FALSE,4230500,Chipmunk,TRUE,0,1002103,Pink Moon Conehat,Pink Moon Conehat,1287,1,1
FALSE,4230500,Chipmunk,TRUE,0,1002155,White Guiltian,White Guiltian,1287,1,1
FALSE,4230500,Chipmunk,TRUE,0,1041066,Blue Legolia,Blue Legolia,800,1,1
FALSE,4230500,Chipmunk,TRUE,0,1041095,Bloody Mantis,Bloody Mantis,800,1,1
FALSE,4230500,Chipmunk,TRUE,0,1050038,Blue Starlight,Blue Starlight,700,1,1
FALSE,4230500,Chipmunk,TRUE,0,1051016,Silver Fitted Mail,Silver Fitted Mail,700,1,1
FALSE,4230500,Chipmunk,TRUE,0,1061061,Blue Legolia Pants,Blue Legolia Pants,800,1,1
FALSE,4230500,Chipmunk,TRUE,0,1061094,Bloody Mantis Pants,Bloody Mantis Pants,800,1,1
FALSE,4230500,Chipmunk,TRUE,0,1202001,Split Bullet,Split Bullet,500,1,1
FALSE,4230500,Chipmunk,TRUE,0,1482006,Neozard,Neozard,500,1,1
FALSE,4230500,Chipmunk,TRUE,0,2000002,White Potion,White Potion,20000,1,1
FALSE,4230500,Chipmunk,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1
FALSE,4230500,Chipmunk,TRUE,0,2040001,Scroll for Helmet for Defense 60%,Scroll for Helmet for Defense 60%,300,1,1
FALSE,4230500,Chipmunk,TRUE,0,4000021,Leather,Leather,50000,1,1
FALSE,4230500,Chipmunk,TRUE,0,4000276,Acorn,Acorn,600000,1,1
FALSE,4230500,Chipmunk,TRUE,0,4010001,Steel Ore,Steel Ore,9000,1,1
FALSE,4230500,Chipmunk,TRUE,0,4010006,Gold Ore,Gold Ore,9000,1,1
FALSE,4230501,Red Porky,TRUE,0,0,Meso,Meso,400000,128,192
FALSE,4230501,Red Porky,FALSE,0,1200000,Arrow for Bow,Arrow for Bow,30000,1,1
FALSE,4230501,Red Porky,FALSE,0,1201000,Bolt for Crossbow,Arrow for Crossbow,30000,1,1
FALSE,4230501,Red Porky,FALSE,0,2382051,Red Porky Card,Red Porky Card,8000,1,1
FALSE,4230501,Red Porky,FALSE,0,4130000,Gloves Production Stimulator,Gloves Production Stimulator,6000,1,1
FALSE,4230501,Red Porky,FALSE,0,4130009,Pole Arm Forging Stimulator,Pole Arm Forging Stimulator,6000,1,1
FALSE,4230501,Red Porky,FALSE,0,4130011,Staff Production Stimulator,Staff Production Stimulator,6000,1,1
FALSE,4230501,Red Porky,FALSE,0,2049000,Clean Slate Scroll 1%,Clean Slate Scroll 1%,150,1,1
FALSE,4230501,Red Porky,TRUE,0,1002217,Orange Golden Circlet,Orange Golden Circlet,1287,1,1
FALSE,4230501,Red Porky,TRUE,0,1032018,Pansy Earrings,Pansy Earrings,1000,1,1
FALSE,4230501,Red Porky,TRUE,0,1051026,Dark Moonlight,Dark Moonlight,700,1,1
FALSE,4230501,Red Porky,TRUE,0,1061076,Maroon Moon Pants,Maroon Moon Pants,800,1,1
FALSE,4230501,Red Porky,TRUE,0,1072110,Black Blue-Lines Shoes,Black Blue-Lines Shoes,800,1,1
FALSE,4230501,Red Porky,TRUE,0,1072300,Brown Leather Krag,Brown Leather Krag,800,1,1
FALSE,4230501,Red Porky,TRUE,0,1472018,Steel Slain,Steel Slain,500,1,1
FALSE,4230501,Red Porky,TRUE,0,2000002,White Potion,White Potion,20000,1,1
FALSE,4230501,Red Porky,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1
FALSE,4230501,Red Porky,TRUE,0,2040400,Scroll for Topwear for Defense 100%,Scroll for Topwear for Defense 100%,300,1,1
FALSE,4230501,Red Porky,TRUE,0,2040901,Scroll for Shield for Defense 60%,Scroll for Shield for Defense 60%,300,1,1
FALSE,4230501,Red Porky,TRUE,0,4000277,Thimble,Thimble,600000,1,1
FALSE,4230501,Red Porky,TRUE,0,4000290,Porcupine Spine,Porcupine Spine,200000,1,1
FALSE,4230501,Red Porky,TRUE,0,4004002,Dexterous Crystal Ore,DEX Crystal Ore,10000,1,1
FALSE,4230501,Red Porky,TRUE,0,4004003,Lucky Crystal Ore,LUK Crystal Ore,3000,1,1
FALSE,4230501,Red Porky,TRUE,0,4010001,Steel Ore,Steel Ore,9000,1,1
FALSE,4230502,Black Porky,TRUE,0,0,Meso,Meso,400000,124,182
FALSE,4230502,Black Porky,FALSE,0,1200000,Arrow for Bow,Arrow for Bow,30000,1,1
FALSE,4230502,Black Porky,FALSE,0,1201000,Bolt for Crossbow,Arrow for Crossbow,30000,1,1
FALSE,4230502,Black Porky,FALSE,0,1382009,Maple Staff,Maple Staff,700,1,1
FALSE,4230502,Black Porky,FALSE,0,2382060,Black Porky Card,Black Porky Card,8000,1,1
FALSE,4230502,Black Porky,FALSE,0,4007007,Magic Powder (Black),Magic Powder (Black),10000,1,1
FALSE,4230502,Black Porky,FALSE,0,4130003,One-Handed Axe Forging Stimulator,One-Handed Axe Forging Stimulator,6000,1,1
FALSE,4230502,Black Porky,FALSE,0,4130009,Pole Arm Forging Stimulator,Pole Arm Forging Stimulator,6000,1,1
FALSE,4230502,Black Porky,FALSE,0,4130015,Claw Production Stimulator,Claw Production Stimulator,3000,1,1
FALSE,4230502,Black Porky,FALSE,0,4130017,Gun Production Stimulator,Gun Production Stimulator,6000,1,1
FALSE,4230502,Black Porky,TRUE,0,1002024,Emerald Dome,Emerald Dome,1287,1,1
FALSE,4230502,Black Porky,TRUE,0,1041083,Dark Piettra,Dark Piettra,800,1,1
FALSE,4230502,Black Porky,TRUE,0,1061051,Black Huntress Pants,Black Huntress Pants,700,1,1
FALSE,4230502,Black Porky,TRUE,0,1061082,Dark Piettra Skirt,Dark Piettra Skirt,800,1,1
FALSE,4230502,Black Porky,TRUE,0,1072303,Brown Double Boots,Brown Double Boots,800,1,1
FALSE,4230502,Black Porky,TRUE,0,1203003,Mokbi Throwing-Stars,Mokbi Throwing-Stars,500,1,1
FALSE,4230502,Black Porky,TRUE,0,1442009,Crescent Polearm,Crescent Polearm,700,1,1
FALSE,4230502,Black Porky,TRUE,0,1452008,Olympus,Olympus,500,1,1
FALSE,4230502,Black Porky,TRUE,0,2000002,White Potion,White Potion,20000,1,1
FALSE,4230502,Black Porky,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1
FALSE,4230502,Black Porky,TRUE,0,2040707,Scroll for Shoes for Mobility 60%,Scroll for Shoes for Mobility 60%,300,1,1
FALSE,4230502,Black Porky,TRUE,0,2040823,Scroll for Gloves for Defense 100%,Scroll for Gloves for Defense 100%,300,1,1
FALSE,4230502,Black Porky,TRUE,0,2043114,Scroll for One-Handed Axe for Accuracy 10%,Scroll for One-Handed Axe for Accuracy 10%,300,1,1
FALSE,4230502,Black Porky,TRUE,0,2044501,Scroll for Bow for ATT 60%,Scroll for Bow for ATT 60%,300,1,1
FALSE,4230502,Black Porky,TRUE,0,4000278,Needle Pouch,Needle Pouch,600000,1,1
FALSE,4230502,Black Porky,TRUE,0,4000290,Porcupine Spine,Porcupine Spine,200000,1,1
FALSE,4230502,Black Porky,TRUE,0,4004002,Dexterous Crystal Ore,DEX Crystal Ore,3000,1,1
FALSE,4230502,Black Porky,TRUE,0,4004003,Lucky Crystal Ore,LUK Crystal Ore,10000,1,1
FALSE,4230502,Black Porky,TRUE,0,4010006,Gold Ore,Gold Ore,7000,1,1
FALSE,4230502,Black Porky,TRUE,0,4020004,Opal Ore,Opal Ore,9000,1,1
FALSE,4230502,Black Porky,TRUE,0,4020008,Black Crystal Ore,Black Crystal Ore,9000,1,1
FALSE,4230503,Blue Flower Serpent,TRUE,0,0,Meso,Meso,400000,132,195
FALSE,4230503,Blue Flower Serpent,FALSE,0,1200000,Arrow for Bow,Arrow for Bow,30000,1,1
FALSE,4230503,Blue Flower Serpent,FALSE,0,1201000,Bolt for Crossbow,Arrow for Crossbow,30000,1,1
FALSE,4230503,Blue Flower Serpent,FALSE,0,1422014,Maple Doom Singer,Maple Doom Singer,700,1,1
FALSE,4230503,Blue Flower Serpent,FALSE,0,2382070,Blue Flower Serpent,Blue Flower Serpent,8000,1,1
