InGame,DropperID,MobName,isBoss,Enable,QuestID,ItemID,ServerItemName,ItemName,Chance,MinQTY,MaxQTY,AvgQty,,,,,,,,,,,,,,,,
TRUE,3230306,Chronos,FALSE,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230306,Chronos,FALSE,TRUE,0,2002006,Warrior Pill,Warrior Pill,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230306,Chronos,FALSE,TRUE,0,2043702,Scroll for Wand for Magic ATT 10%,Scroll for Wand for Magic ATT 10%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230306,Chronos,FALSE,TRUE,0,2044201,Scroll for Two-Handed BW for ATT 60%,Scroll for Two-Handed BW for ATT 60%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230306,Chronos,FALSE,TRUE,0,2044901,Scroll for Gun for ATT 60%,Scroll for Gun for ATT 60%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230306,Chronos,FALSE,TRUE,0,2044902,Scroll for Gun for ATT 10%,Scroll for Gun for ATT 10%,750,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230306,Chronos,FALSE,TRUE,0,4000115,Cog,Cog,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230306,Chronos,FALSE,TRUE,0,4004002,Dexterous Crystal Ore,DEX Crystal Ore,10000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230306,Chronos,FALSE,TRUE,0,4006000,The Magic Rock,The Magic Rock,10000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230306,Chronos,FALSE,TRUE,0,4010001,Steel Ore,Steel Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230306,Chronos,FALSE,TRUE,0,4010006,Gold Ore,Gold Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,0,Meso,Meso,400000,100,144,122,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,1002036,Green Jester,Green Jester,1287,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,1002152,Blue Guiltian,Blue Guiltian,1287,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,1002183,Green Pilfer,Green Pilfer,1287,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,1040069,Red Hunter's Armor,Red Hunter's Armor,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,1051004,Purple Doroness Robe,Purple Doroness Robe,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,1051032,Blue Calaf,Blue Calaf,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,1060058,Red Hunter's Pants,Red Hunter's Pants,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,1072104,Red White-Lined Boots,Red White-Lined Boots,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,1072120,Brown Pierre Shoes,Brown Pierre Shoes,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,1082008,Steel Briggon,Steel Briggon,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,1082023,Iron Knuckle,Iron Knuckle,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,1203006,Kumbi Throwing-Stars,Kumbi Throwing-Stars,400,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,1302004,Cutlus,Cutlus,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,1312005,Fireman's Axe,Fireman's Axe,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,1332004,Forked Dagger,Forked Dagger,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,1482004,Prime Hands,Prime Hands,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,2000002,White Potion,White Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,2040929,Scroll for Shield for STR 100%,Scroll for Shield for STR 100%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,2044110,Scroll for Two-Handed Axe for Accuracy 100%,Scroll for Two-Handed Axe for Accuracy 100%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,4000003,Tree Branch,Tree Branch,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,4000123,Worn-Out Goggle,Worn-Out Goggle,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,4003004,Stiff Feather,Stiff Feather,200000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,4004001,Wisdom Crystal Ore,Wisdom Crystal Ore,10000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,4010001,Steel Ore,Steel Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230307,Chirppy,FALSE,TRUE,0,4020008,Black Crystal Ore,Black Crystal Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,0,Meso,Meso,400000,96,144,120,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1032011,Blue Moon,Blue Moon,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1041085,Brown Jangoon Armor,Brown Jangoon Armor,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1051033,Red Calaf,Red Calaf,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1061084,Brown Jangoon Skirt,Brown Jangoon Skirt,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1072107,Black Red-Lined Shoes,Black Red-Lined Shoes,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1072115,Blue Moon Shoes,Blue Moon Shoes,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1072120,Brown Pierre Shoes,Brown Pierre Shoes,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1082010,Mithril Brist,Mithril Brist,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1082065,Blue Moon Gloves,Blue Moon Gloves,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1082073,Dark Brace,Dark Brace,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1082083,Dark Willow,Dark Willow,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1092012,Steel Tower Shield,Steel Tower Shield,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1322003,Lollipop,Lollipop,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1372000,Fairy Wand,Fairy Wand,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1402006,Lionheart,Lionheart,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1422008,Sledgehammer,Sledgehammer,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,1482005,Silver Maiden,Silver Maiden,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,2000002,White Potion,White Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,2002008,Sniper Pill,Sniper Pill,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,2040902,Scroll for Shield for Defense 10%,Scroll for Shield for Defense 10%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,2043210,Scroll for One-Handed BW for Accuracy 100%,Scroll for One-Handed BW for Accuracy 100%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,4000003,Tree Branch,Tree Branch,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,4000116,Small Egg,Small Egg,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,4003005,Soft Feather,Soft Feather,200000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,4004002,Dexterous Crystal Ore,DEX Crystal Ore,10000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,4010001,Steel Ore,Steel Ore,7000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,4020001,Amethyst Ore,Amethyst Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230308,Tweeter,FALSE,TRUE,0,4020008,Black Crystal Ore,Black Crystal Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,0,Meso,Meso,400000,97,139,118,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,3438,4031135,Dull Crystal,Dull Crystal,100000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,3440,4031140,Dull Crystal,Dull Crystal,100000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1002144,Brown Matty,Brown Matty,1287,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1040025,Red Bennis Chainmail,Red Bennis Chainmail,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1040074,Green Legolier,Green Legolier,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1041033,Red Bennis Chainmail,Red Bennis Chainmail,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1041049,Blue Steal,Blue Steal,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1041084,Red Jangoon Armor,Red Jangoon Armor,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1050011,Black Dragon Robe,Black Dragon Robe,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1060063,Green Legolier Pants,Green Legolier Pants,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1061045,Blue Steal Pants,Blue Steal Pants,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1061083,Red Jangoon Skirt,Red Jangoon Skirt,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1062006,Bennis Chainpants,Bennis Chainpants,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1072132,Emerald Hildon Boots,Emerald Hildon Boots,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1082053,Black Lutia,Black Lutia,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1092008,Pan Lid,Pan Lid,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1203003,Mokbi Throwing-Stars,Mokbi Throwing-Stars,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1302013,Red Whip,Red Whip,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1372000,Fairy Wand,Fairy Wand,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1402008,Broadsword,Broadsword,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1402010,Aluminum Baseball Bat,Aluminum Baseball Bat,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,1492004,Cold Mind,Cold Mind,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,2000002,White Potion,White Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,2043201,Scroll for One-Handed BW for ATT 60%,Scroll for One-Handed BW for ATT 60%,750,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,2044414,Scroll for Pole Arm for Accuracy 10%,Scroll for Pole Arm for Accuracy 10%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,2044901,Scroll for Gun for ATT 60%,Scroll for Gun for ATT 60%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,2044902,Scroll for Gun for ATT 10%,Scroll for Gun for ATT 10%,750,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,4000127,Toy Drum,Toy Drum,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,4004004,Dark Crystal Ore,Dark Crystal Ore,10000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,4006001,The Summoning Rock,The Summoning Rock,10000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,4010001,Steel Ore,Steel Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,3230400,Drumming Bunny,FALSE,TRUE,0,4020007,Diamond Ore,Diamond Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,0,Meso,Meso,400000,160,240,200,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,1002045,Blue Bone Helm,Blue Bone Helm,1287,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,1002138,Blue Pole-Feather Hat,Blue Pole-Feather Hat,1287,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,1040079,Brown Piette,Brown Piette,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,1050022,Dark Crusader Chainmail,Dark Crusader Chainmail,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,1050046,Red Calas,Red Calas,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,1052113,Red Barbay,Red Barbay,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,1060069,Brown Piette Pants,Brown Piette Pants,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,1072125,Purple Steel-Tip Boots,Purple Steel-Tip Boots,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,1072133,Mithril Hildon Boots,Mithril Hildon Boots,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,1082064,Dark Arten,Dark Arten,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,1302010,Jeweled Katar,Jeweled Katar,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,1322016,Jacker,Jacker,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,1332016,Sai,Sai,500,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,1382001,Arc Staff,Arc Staff,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,1472012,Silver Guardian,Silver Guardian,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,2000002,White Potion,White Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,2000004,Elixir,Elixir,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,2012000,Drake's Blood,Drake's Blood,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,2012003,Drake's Meat,Drake's Meat,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,2040025,Scroll for Helmet for INT 60%,Scroll for Helmet for INT 60%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,2040601,Scroll for Bottomwear for Defense 60%,Scroll for Bottomwear for Defense 60%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,2044014,Scroll for Two-Handed Sword for Accuracy 10%,Scroll for Two-Handed Sword for Accuracy 10%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,2044702,Scroll for Claw for ATT 10%,Scroll for Claw for ATT 10%,750,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,4000014,Drake Skull,Drake Skull,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,4000030,Dragon Skin,Dragon Skin,60000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,4006001,The Summoning Rock,The Summoning Rock,10000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,4010005,Orihalcon Ore,Orihalcon Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130100,Copper Drake,FALSE,TRUE,0,4020008,Black Crystal Ore,Black Crystal Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,0,Meso,Meso,400000,172,258,215,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,1002092,Yellow Duke,Yellow Duke,1287,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,1040080,Dark Piette,Dark Piette,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,1040095,Blue China,Blue China,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,1040096,Brown China,Brown China,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,1041087,Red Shouldermail,Red Shouldermail,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,1051027,Brown Moonlight,Brown Moonlight,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,1060068,Dark Piette Pants,Dark Piette Pants,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,1060084,Blue China Pants,Blue China Pants,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,1060085,Brown China Pants,Brown China Pants,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,1061086,Red Shouldermail Pants,Red Shouldermail Pants,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,1072110,Black Blue-Lines Shoes,Black Blue-Lines Shoes,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,1072132,Emerald Hildon Boots,Emerald Hildon Boots,800,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,1082063,Blue Arten,Blue Arten,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,1082084,Blue Willow,Blue Willow,1000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,1302013,Red Whip,Red Whip,700,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,2000002,White Potion,White Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,2000003,Blue Potion,Blue Potion,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,2000004,Elixir,Elixir,20000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,2041014,Scroll for Cape for STR 10%,Scroll for Cape for STR 10%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,2044201,Scroll for Two-Handed BW for ATT 60%,Scroll for Two-Handed BW for ATT 60%,300,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,4000062,Dark Nependeath Seed,Dark Nependeath Seed,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,4004000,Power Crystal Ore,Power Crystal Ore,10000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,4004004,Dark Crystal Ore,Dark Crystal Ore,10000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,4006001,The Summoning Rock,The Summoning Rock,10000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,4010003,Adamantium Ore,Adamantium Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130102,Dark Nependeath,FALSE,TRUE,0,4020006,Topaz Ore,Topaz Ore,9000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,0,Meso,Meso,400000,423,2080,1251.5,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1040063,Black Knucklevest,Black Knucklevest,8000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1041080,Red Moon,Red Moon,40000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1051032,Blue Calaf,Blue Calaf,7000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1060052,Black Knucklevest Pants,Black Knucklevest Pants,8000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1072129,Green Goni Shoes,Green Goni Shoes,8000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1072140,Pink Goldwind Shoes,Pink Goldwind Shoes,8000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1082071,Aqua Brace,Aqua Brace,10000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1082085,Red Willow,Red Willow,10000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1312008,Buck,Buck,7000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1372007,Cromi,Cromi,7000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1372012,Crystal Wand,Crystal Wand,40000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1432004,Serpent's Tongue,Serpent's Tongue,5000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1442009,Crescent Polearm,Crescent Polearm,7000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1462006,Silver Crow,Silver Crow,5000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1472013,Dark Guardian,Dark Guardian,40000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1472019,Blood Slain,Blood Slain,5000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,1492007,Mr. Rasfelt,Mr,5000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,2000002,White Potion,White Potion,200000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,2000004,Elixir,Elixir,999999,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,2040902,Scroll for Shield for Defense 10%,Scroll for Shield for Defense 10%,3000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,2043210,Scroll for One-Handed BW for Accuracy 100%,Scroll for One-Handed BW for Accuracy 100%,3000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,4000124,Rombot's Memory Card,Rombot's Memory Card,600000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,4004002,Dexterous Crystal Ore,DEX Crystal Ore,3000,1,1,1,,,,,,,,,,,,,,,,
TRUE,4130103,Rombot,TRUE,TRUE,0,4005002,Dexterous Crystal,DEX Crystal,10000,1,1,1,,,,,,,,,,,,,,,,
